file,bandwidth_MiB_s,iops,avg_cpu_percent
smallfile_1_job,200.08203125,38.587269,0.949487
smallfile_1_job_5g,200.140625,38.286581,0.9279249999999999
smallfile_2_jobs,200.71484375,39.02988,0.48284000000000005
smallfile_2_jobs_5g,200.669921875,38.793957,0.475889
smallfile_3_jobs,200.9873046875,39.548476,0.321056
smallfile_3_jobs_5g,200.9599609375,39.162901,0.323844
smallfile_4_jobs,201.0263671875,40.114053,0.24976900000000002
smallfile_4_jobs_5g,201.0087890625,39.855248,0.243323
