file,bandwidth_MiB_s,iops,avg_cpu_percent
smallfile_1_job_5g,3976.9150390625,787.540415,32.827785999999996
smallfile_1_job,4019.408203125,798.653917,32.661391
smallfile_3_jobs_5g,4062.36328125,805.233477,19.725137
smallfile_2_jobs_5g,4067.748046875,806.550393,20.644945999999997
smallfile_3_jobs,4072.126953125,811.08874,19.348898
smallfile_2_jobs,4082.984375,812.844373,20.459634
smallfile_4_jobs,4249.1640625,847.446918,18.75699
smallfile_4_jobs_5g,4255.9287109375,845.609018,18.688733
