file,bandwidth_MiB_s,iops,avg_cpu_percent
smallfile_4_jobs_5g,106.3828125,21.278511,0.273652
smallfile_3_jobs_5g,106.802734375,21.208748,0.334958
smallfile_2_jobs_5g,140.3876953125,26.988872,0.631308
smallfile_3_jobs,154.783203125,30.734234,0.552076
smallfile_2_jobs,155.10546875,29.991531,0.812495
smallfile_4_jobs,156.0009765625,31.140949,0.395998
smallfile_1_job_5g,160.9501953125,30.55237,1.6124209999999999
smallfile_1_job,177.806640625,34.018014,1.761587
